sheet,row,row_type,code,category,fiscal_year,region,income,basis,source,rigidity,formulas_text,coverage_text,years_covered,year_min,year_max,sample_formula,sample_year,measure,criteria_json,n_sumifs
Executed,133,TAG,EXP_CROSS_CAP_EXP_ENE_EXE,Spending: Capital expenditures in energy,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 ""16 Fuel and energy"" and expenditure_type category ""Capital"".",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(executed_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func2_16,""0430 Combustibil si energie"",econ1_16,""300000 Active nefinanciare"")",2016,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_16"", ""op"": ""="", ""value"": ""0430 Combustibil si energie""}, {""field"": ""econ1_16"", ""op"": ""="", ""value"": ""300000 Active nefinanciare""}]",1
Executed,133,TAG,EXP_CROSS_CAP_EXP_ENE_EXE,Spending: Capital expenditures in energy,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 ""16 Fuel and energy"" and expenditure_type category ""Capital"".",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(executed_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func2_20,""0430 Combustibil si energie"",econ1_20,""300000 Active nefinanciare"")",2020,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_20"", ""op"": ""="", ""value"": ""0430 Combustibil si energie""}, {""field"": ""econ1_20"", ""op"": ""="", ""value"": ""300000 Active nefinanciare""}]",1
Executed,134,HEADER,EXP_CROSS_CAP_EXP_ENE_FOR_EXE,Spending: Capital expenditures in energy (foreign funded),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,,,,,,,[],0
Executed,135,HEADER,EXP_CROSS_CAP_EXP_ENE_DOM_EXE,Spending: Capital expenditures in energy (domestic funded),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,,,,,,,[],0
Executed,136,TAG,EXP_CROSS_CAP_TRA_SOE_ENE_EXE,Capital Transfers to SOEs in energy,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1,""16 Fuel and energy"" and econ2,""271.02 Transfers to state-owned companies"" or ""0430 Combustibil si energie"",econ4,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare"" from 2016 onwards",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(executed,year,C$1,transfer,""Excluding transfers"",func1,""16 Fuel and energy"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""Capital"")",2006,executed,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""16 Fuel and energy""}, {""field"": ""econ2"", ""op"": ""="", ""value"": ""271.02 Transfers to state-owned companies""}, {""field"": ""exp_type"", ""op"": ""="", ""value"": ""Capital""}]",1
Executed,136,TAG,EXP_CROSS_CAP_TRA_SOE_ENE_EXE,Capital Transfers to SOEs in energy,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1,""16 Fuel and energy"" and econ2,""271.02 Transfers to state-owned companies"" or ""0430 Combustibil si energie"",econ4,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare"" from 2016 onwards",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(executed_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func2_16,""0430 Combustibil si energie"",econ4_16,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare"",econ1_16,""300000 Active nefinanciare"")",2016,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_16"", ""op"": ""="", ""value"": ""0430 Combustibil si energie""}, {""field"": ""econ4_16"", ""op"": ""="", ""value"": ""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare""}, {""field"": ""econ1_16"", ""op"": ""="", ""value"": ""300000 Active nefinanciare""}]",1
Executed,136,TAG,EXP_CROSS_CAP_TRA_SOE_ENE_EXE,Capital Transfers to SOEs in energy,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1,""16 Fuel and energy"" and econ2,""271.02 Transfers to state-owned companies"" or ""0430 Combustibil si energie"",econ4,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare"" from 2016 onwards",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(executed_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func2_20,""0430 Combustibil si energie"",econ3_20,""251000 Subventii acordate intreprinderilor de stat si municipale"",econ1_20,""300000 Active nefinanciare"")",2020,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_20"", ""op"": ""="", ""value"": ""0430 Combustibil si energie""}, {""field"": ""econ3_20"", ""op"": ""="", ""value"": ""251000 Subventii acordate intreprinderilor de stat si municipale""}, {""field"": ""econ1_20"", ""op"": ""="", ""value"": ""300000 Active nefinanciare""}]",1
Executed,137,TAG,EXP_CROSS_CUR_TRA_SOE_ENE_EXE,Current Transfers to SOEs in energy,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Sum of func2_16,""0430 Combustibil si energie"",econ3_16,{""251000 Subsidii acordate intreprinderilor de stat si municipale""}",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(executed,year,C$1,transfer,""Excluding transfers"",func1,""16 Fuel and energy"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""<>capital"")",2006,executed,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""16 Fuel and energy""}, {""field"": ""econ2"", ""op"": ""="", ""value"": ""271.02 Transfers to state-owned companies""}, {""field"": ""exp_type"", ""op"": ""<>"", ""value"": ""capital""}]",1
Executed,137,TAG,EXP_CROSS_CUR_TRA_SOE_ENE_EXE,Current Transfers to SOEs in energy,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Sum of func2_16,""0430 Combustibil si energie"",econ3_16,{""251000 Subsidii acordate intreprinderilor de stat si municipale""}",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(executed_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func2_16,""0430 Combustibil si energie"",econ4_16,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare"",econ1_16,""<>300000 Active nefinanciare"")",2016,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_16"", ""op"": ""="", ""value"": ""0430 Combustibil si energie""}, {""field"": ""econ4_16"", ""op"": ""="", ""value"": ""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare""}, {""field"": ""econ1_16"", ""op"": ""<>"", ""value"": ""300000 Active nefinanciare""}]",1
Executed,137,TAG,EXP_CROSS_CUR_TRA_SOE_ENE_EXE,Current Transfers to SOEs in energy,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Sum of func2_16,""0430 Combustibil si energie"",econ3_16,{""251000 Subsidii acordate intreprinderilor de stat si municipale""}",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(executed_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func2_20,""0430 Combustibil si energie"",econ3_20,""251000 Subventii acordate intreprinderilor de stat si municipale"",econ1_20,""<>300000 Active nefinanciare"")",2020,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_20"", ""op"": ""="", ""value"": ""0430 Combustibil si energie""}, {""field"": ""econ3_20"", ""op"": ""="", ""value"": ""251000 Subventii acordate intreprinderilor de stat si municipale""}, {""field"": ""econ1_20"", ""op"": ""<>"", ""value"": ""300000 Active nefinanciare""}]",1
Executed,138,HEADER,EXP_CROSS_REC_MAI_ENE_EXE,Spending in recurrent maintenance in energy,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"func2_16,""0430 Combustibil si energie"",econ5,{""222500 Servicii de reparatii curente""}",General Government,,,,,,,[],0
Executed,139,TAG,EXP_CROSS_CAP_MAI_ENE_EXE,Spending in capital maintenance in energy,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Sum of func2_16,""0430 Combustibil si energie"",econ5,{""313120 Reparatii capitale ale instalatiilor de transmisie"",""312120 Reparatii capitale ale constructiilor speciale"",""318120 Reparatii capitale ale altor mijloace fixe""}",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(executed,year,C$1,transfer,""Excluding transfers"",func1,""16 Fuel and energy"",econ2,""243.00 Capital repair works"")",2006,executed,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""16 Fuel and energy""}, {""field"": ""econ2"", ""op"": ""="", ""value"": ""243.00 Capital repair works""}]",1
Executed,140,TAG,EXP_CROSS_SUB_ENE_EXE,Spending in subsidies in energy,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Sum of func2_16,""0430 Combustibil si energie"",econ2_16,""250000 Subsidii""",General Government,"2016,2017,2018,2019",2016,2019,"=SUM(SUMIFS(executed_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"",econ0_16,""Expenditures"",func2_16,""0430 Combustibil si energie"",econ2_16,""250000 Subsidii""))",2016,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_16"", ""op"": ""="", ""value"": ""0430 Combustibil si energie""}, {""field"": ""econ2_16"", ""op"": ""="", ""value"": ""250000 Subsidii""}]",1
Executed,140,TAG,EXP_CROSS_SUB_ENE_EXE,Spending in subsidies in energy,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Sum of func2_16,""0430 Combustibil si energie"",econ2_16,""250000 Subsidii""",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUM(SUMIFS(executed_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"",econ0_20,""Expenditures"",func2_20,""0430 Combustibil si energie"",econ2_20,""250000 Sub*""))",2020,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_20"", ""op"": ""="", ""value"": ""0430 Combustibil si energie""}, {""field"": ""econ2_20"", ""op"": ""="", ""value"": ""250000 Sub*""}]",1
Executed,141,TAG,EXP_CROSS_SUB_FIR_ENE_EXE,Spending in subsidies to firms in energy,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Sum of func2_16,""0430 Combustibil si energie"",econ3_16,{""251000 Subsidii acordate intreprinderilor de stat si municipale"",""252000 Subsidii acordate intreprinderilor private""}",General Government,"2016,2017,2018,2019",2016,2019,"=SUM(SUMIFS(executed_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"",econ0_16,""Expenditures"",func2_16,""0430 Combustibil si energie"",econ3_16,{""251000 Subsidii acordate intreprinderilor de stat si municipale"",""252000 Subsidii acordate intreprinderilor private""}))",2016,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_16"", ""op"": ""="", ""value"": ""0430 Combustibil si energie""}, {""field"": ""econ3_16"", ""op"": ""="", ""value"": ""{\""251000 Subsidii acordate intreprinderilor de stat si municipale\"",\""252000 Subsidii acordate intreprinderilor private\""}""}]",1
Executed,142,HEADER,EXP_CROSS_SUB_IND_ENE_EXE,Spending in subsidies to individuals in energy,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Executed,143,TAG,EXP_FUNC_ENE_POW_EXE,Spending in energy (power),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func2,""16.02 Power installations/networks"" or ""0435 Electricitate"" from 2016 onward",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(executed,year,C$1,transfer,""Excluding transfers"",func2,""16.02 Power installations/networks"")",2006,executed,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func2"", ""op"": ""="", ""value"": ""16.02 Power installations/networks""}]",1
Executed,143,TAG,EXP_FUNC_ENE_POW_EXE,Spending in energy (power),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func2,""16.02 Power installations/networks"" or ""0435 Electricitate"" from 2016 onward",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(executed_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0435 Electricitate"")",2016,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func3_16"", ""op"": ""="", ""value"": ""0435 Electricitate""}]",1
Executed,143,TAG,EXP_FUNC_ENE_POW_EXE,Spending in energy (power),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func2,""16.02 Power installations/networks"" or ""0435 Electricitate"" from 2016 onward",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(executed_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0435 Electricitate"")",2020,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func3_20"", ""op"": ""="", ""value"": ""0435 Electricitate""}]",1
Executed,144,HEADER,EXP_CROSS_WAG_ENE_POW_EXE,Spending in wages in energy (power),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Executed,145,TAG,EXP_CROSS_CAP_EXP_ENE_POW_EXE,Spending: Capital expenditures in energy (power),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func2,""16.02 Power installations/networks"" and exp_type,""Capital"" or ""0435 Electricitate"" and econ1_16,""300000 Active nefinanciare"" from 2016 onward",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(executed,year,C$1,transfer,""Excluding transfers"",func2,""16.02 Power installations/networks"",exp_type,""Capital"")",2006,executed,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func2"", ""op"": ""="", ""value"": ""16.02 Power installations/networks""}, {""field"": ""exp_type"", ""op"": ""="", ""value"": ""Capital""}]",1
Executed,145,TAG,EXP_CROSS_CAP_EXP_ENE_POW_EXE,Spending: Capital expenditures in energy (power),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func2,""16.02 Power installations/networks"" and exp_type,""Capital"" or ""0435 Electricitate"" and econ1_16,""300000 Active nefinanciare"" from 2016 onward",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(executed_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0435 Electricitate"",econ1_16,""300000 Active nefinanciare"")",2016,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func3_16"", ""op"": ""="", ""value"": ""0435 Electricitate""}, {""field"": ""econ1_16"", ""op"": ""="", ""value"": ""300000 Active nefinanciare""}]",1
Executed,145,TAG,EXP_CROSS_CAP_EXP_ENE_POW_EXE,Spending: Capital expenditures in energy (power),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func2,""16.02 Power installations/networks"" and exp_type,""Capital"" or ""0435 Electricitate"" and econ1_16,""300000 Active nefinanciare"" from 2016 onward",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(executed_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0435 Electricitate"",econ1_20,""300000 Active nefinanciare"")",2020,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func3_20"", ""op"": ""="", ""value"": ""0435 Electricitate""}, {""field"": ""econ1_20"", ""op"": ""="", ""value"": ""300000 Active nefinanciare""}]",1
Executed,146,HEADER,EXP_CROSS_CAP_EXP_ENE_POW_FOR_EXE,Spending: Capital expenditures in energy (power) (foreign funded),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Executed,147,HEADER,EXP_CROSS_CAP_EXP_ENE_POW_DOM_EXE,Spending: Capital expenditures in energy (power) (domestic funded),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,..,General Government,,,,,,,[],0
Executed,148,TAG,EXP_CROSS_CAP_TRA_SOE_ENE_POW_EXE,Capital Transfers to SOEs in energy (power),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func2,""16.02 Power installations/networks"" and econ2,""271.02 Transfers to state-owned companies"" or 0435 Electricitate"",econ4,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare""",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(executed,year,C$1,transfer,""Excluding transfers"",func2,""16.02 Power installations/networks"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""Capital"")",2006,executed,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func2"", ""op"": ""="", ""value"": ""16.02 Power installations/networks""}, {""field"": ""econ2"", ""op"": ""="", ""value"": ""271.02 Transfers to state-owned companies""}, {""field"": ""exp_type"", ""op"": ""="", ""value"": ""Capital""}]",1
Executed,148,TAG,EXP_CROSS_CAP_TRA_SOE_ENE_POW_EXE,Capital Transfers to SOEs in energy (power),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func2,""16.02 Power installations/networks"" and econ2,""271.02 Transfers to state-owned companies"" or 0435 Electricitate"",econ4,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare""",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(executed_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0435 Electricitate"",econ4_16,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare"",econ1_16,""300000 Active nefinanciare"")",2016,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func3_16"", ""op"": ""="", ""value"": ""0435 Electricitate""}, {""field"": ""econ4_16"", ""op"": ""="", ""value"": ""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare""}, {""field"": ""econ1_16"", ""op"": ""="", ""value"": ""300000 Active nefinanciare""}]",1
Executed,148,TAG,EXP_CROSS_CAP_TRA_SOE_ENE_POW_EXE,Capital Transfers to SOEs in energy (power),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func2,""16.02 Power installations/networks"" and econ2,""271.02 Transfers to state-owned companies"" or 0435 Electricitate"",econ4,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare""",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(executed_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0435 Electricitate"",econ3_20,""251000 Subventii acordate intreprinderilor de stat si municipale"",econ1_20,""300000 Active nefinanciare"")",2020,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func3_20"", ""op"": ""="", ""value"": ""0435 Electricitate""}, {""field"": ""econ3_20"", ""op"": ""="", ""value"": ""251000 Subventii acordate intreprinderilor de stat si municipale""}, {""field"": ""econ1_20"", ""op"": ""="", ""value"": ""300000 Active nefinanciare""}]",1
Executed,149,TAG,EXP_CROSS_CUR_TRA_SOE_ENE_POW_EXE,Current Transfers to SOEs in energy (power),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Sum of func3_16,""0435 Electricitate"",econ3_16,{""251000 Subsidii acordate intreprinderilor de stat si municipale""}",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(executed,year,C$1,transfer,""Excluding transfers"",func2,""16.02 Power installations/networks"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""<>capital"")",2006,executed,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func2"", ""op"": ""="", ""value"": ""16.02 Power installations/networks""}, {""field"": ""econ2"", ""op"": ""="", ""value"": ""271.02 Transfers to state-owned companies""}, {""field"": ""exp_type"", ""op"": ""<>"", ""value"": ""capital""}]",1
Executed,149,TAG,EXP_CROSS_CUR_TRA_SOE_ENE_POW_EXE,Current Transfers to SOEs in energy (power),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Sum of func3_16,""0435 Electricitate"",econ3_16,{""251000 Subsidii acordate intreprinderilor de stat si municipale""}",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(executed_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0435 Electricitate"",econ4_16,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare"",econ1_16,""<>300000 Active nefinanciare"")",2016,executed_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func3_16"", ""op"": ""="", ""value"": ""0435 Electricitate""}, {""field"": ""econ4_16"", ""op"": ""="", ""value"": ""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare""}, {""field"": ""econ1_16"", ""op"": ""<>"", ""value"": ""300000 Active nefinanciare""}]",1
Executed,149,TAG,EXP_CROSS_CUR_TRA_SOE_ENE_POW_EXE,Current Transfers to SOEs in energy (power),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Sum of func3_16,""0435 Electricitate"",econ3_16,{""251000 Subsidii acordate intreprinderilor de stat si municipale""}",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(executed_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0435 Electricitate"",econ3_20,""251000 Subventii acordate intreprinderilor de stat si municipale"",econ1_20,""<>300000 Active nefinanciare"")",2020,executed_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func3_20"", ""op"": ""="", ""value"": ""0435 Electricitate""}, {""field"": ""econ3_20"", ""op"": ""="", ""value"": ""251000 Subventii acordate intreprinderilor de stat si municipale""}, {""field"": ""econ1_20"", ""op"": ""<>"", ""value"": ""300000 Active nefinanciare""}]",1
Executed,150,HEADER,EXP_CROSS_REC_MAI_ENE_POW_EXE,Spending in recurrent maintenance in energy (power),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"func3_16,""0435 Electricitate"",econ5,{""222500 Servicii de reparatii curente""}",General Government,,,,,,,[],0
Executed,151,TAG,EXP_CROSS_CAP_MAI_ENE_POW_EXE,Spending in capital maintenance in energy (power),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Sum of func3_16,""0435 Electricitate"",econ5,{""313120 Reparatii capitale ale instalatiilor de transmisie"",""312120 Reparatii capitale ale constructiilor speciale"",""318120 Reparatii capitale ale altor mijloace fixe""}",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(executed,year,C$1,transfer,""Excluding transfers"",func2,""16.02 Power installations/networks"",econ2,""243.00 Capital repair works"")",2006,executed,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func2"", ""op"": ""="", ""value"": ""16.02 Power installations/networks""}, {""field"": ""econ2"", ""op"": ""="", ""value"": ""243.00 Capital repair works""}]",1
